18.08643,-67.15222
18.336121,-67.23675
18.443109,-66.398302
17.970112,-66.22291
42.33071,-72.18833
42.201891,-72.6242
42.406697,-72.633901
42.557346,-73.24364
42.508313,-72.70403
42.526523,-71.75358
42.20361,-71.83843
42.311342,-71.79531
42.290763,-71.35368
42.425537,-71.30316
42.462796,-71.0098
42.534045,-70.96146
42.089104,-71.4069
42.185974,-71.20166
42.212949,-71.20735
42.324511,-71.08455
42.316852,-71.05811
42.370519,-71.08443
42.419846,-71.10942
42.331896,-71.25405
42.209555,-70.99968
42.12867,-70.85913
42.344747,-71.12141
42.371296,-71.18196
42.278247,-71.23388
41.67336,-70.608047
41.756214,-71.067062
41.637916,-70.99076
41.975495,-71.33086
41.904888,-71.10288
41.948108,-71.64003
43.319125,-70.818318
43.060424,-71.95068
43.285282,-70.930684
43.820774,-70.120781
43.631549,-70.27272
44.209214,-70.818045
44.81777,-68.78952
45.221933,-69.49039
45.264114,-68.42087
44.802184,-69.14212
45.646916,-68.74801
45.247401,-68.51819
44.084989,-69.62535
47.345936,-68.32256
42.934798,-72.75062
44.645219,-72.67941
44.442001,-72.718759
43.640503,-73.16118
43.801501,-73.2869
43.761779,-72.73703
41.725195,-72.83032
41.782474,-71.95989
41.371913,-72.2269
41.347948,-72.14762
41.532048,-72.78145
41.536048,-72.81973
41.21953,-73.0554
41.306197,-72.92479
41.256129,-73.21227
41.537896,-73.02827
41.875075,-73.33673
41.554112,-73.20539
41.390194,-73.45441
41.051996,-73.53903
40.834049,-74.13669
40.849879,-73.97501
40.649202,-74.34567
40.701302,-74.08843
40.84405,-74.70134
40.018503,-74.66656
39.967013,-74.80666
39.833156,-75.23773
39.829014,-75.01371
39.20877,-74.70438
39.319901,-74.5999
39.530314,-75.22901
40.706019,-74.00858
40.759015,-73.96732
40.798502,-73.96811
40.750629,-73.989426
40.758611,-73.97223
40.756099,-73.97401
41.33431,-73.749244
40.946805,-73.78797
40.618206,-73.74762
40.683301,-73.8503
40.823957,-73.60415
40.855402,-73.11839
40.68505,-73.44681
